context,metric,target,value,Model,Session,fitting_time,parameters,epochs,fold_n
jc4,SMAPE,Future Absence,0.5063911203641769,RNN,2,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5189495163124038,RNN,3,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5182488939595999,RNN,4,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5129774050502137,RNN,5,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5126143957034165,RNN,6,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5118342567781977,RNN,7,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.511911149237289,RNN,8,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5142287613639432,RNN,9,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.517386185789583,RNN,10,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5153111405337838,RNN,11,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5184166069250534,RNN,12,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.520124440728034,RNN,13,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.5152184275334468,RNN,14,15992.328507900238,640621,49,2
jc4,SMAPE,Future Absence,0.518574337151811,RNN,15,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.14326180274239342,RNN,2,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.14368371352187367,RNN,3,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.14555721063172694,RNN,4,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.1468300626785928,RNN,5,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.1497617782205045,RNN,6,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.14772898989730632,RNN,7,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.15224159122966818,RNN,8,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.15111932950098267,RNN,9,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.15512569067141246,RNN,10,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.1558301425725891,RNN,11,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.1582679685039682,RNN,12,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.15693942181424467,RNN,13,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.16147206623705324,RNN,14,15992.328507900238,640621,49,2
jc4,SMAPE,Future Active Time,0.1634140251168131,RNN,15,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4051433376073696,RNN,2,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4017618145785405,RNN,3,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.40385011776303054,RNN,4,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4052285340044751,RNN,5,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.40419780852100406,RNN,6,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4046030892477017,RNN,7,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.40481706770028364,RNN,8,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.40360774493780127,RNN,9,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4068998802877927,RNN,10,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.40651190847423796,RNN,11,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4055941300120471,RNN,12,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4030833628079971,RNN,13,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.408146419201458,RNN,14,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Time,0.4103800913038855,RNN,15,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.3953508121655407,RNN,2,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.41387871242920365,RNN,3,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.41843867634715437,RNN,4,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.41662270339217666,RNN,5,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.4139186785531807,RNN,6,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.41198621865772417,RNN,7,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.41794346823379197,RNN,8,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.4161915600637906,RNN,9,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.4195622168245651,RNN,10,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.4191115118411889,RNN,11,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.42357574868065295,RNN,12,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.4272128271945941,RNN,13,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.4310169147965223,RNN,14,15992.328507900238,640621,49,2
jc4,SMAPE,Future Session Activity,0.4328307233727967,RNN,15,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.5830646246951422,RNN,2,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.4713370131062096,RNN,3,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.42227593694648025,RNN,4,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.3942473036964081,RNN,5,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.37847656158180354,RNN,6,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.3670083857327789,RNN,7,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.37237439264192956,RNN,8,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.37072901263734154,RNN,9,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.37224410773434546,RNN,10,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.37591969201062847,RNN,11,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.38327934757406845,RNN,12,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.4018864556147568,RNN,13,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.40057669277193053,RNN,14,15992.328507900238,640621,49,2
jc4,SMAPE,Future N° Sessions,0.3964894133941158,RNN,15,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5755033488571235,RNN,2,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5697509526007271,RNN,3,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5679937400175731,RNN,4,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5625895325220666,RNN,5,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5684640248465394,RNN,6,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5641143501689881,RNN,7,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5721433469092962,RNN,8,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5731498707843944,RNN,9,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5745153692387224,RNN,10,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5767713115978023,RNN,11,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5735872824237578,RNN,12,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5835880706835077,RNN,13,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5889857476011574,RNN,14,15992.328507900238,640621,49,2
lis,SMAPE,Future Absence,0.5851689153255772,RNN,15,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16339416957324043,RNN,2,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16619725036968355,RNN,3,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16444450089769302,RNN,4,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16135056691633712,RNN,5,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16029256119769944,RNN,6,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.1581661546597699,RNN,7,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.15774122209815766,RNN,8,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16121848522021934,RNN,9,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16238290433076968,RNN,10,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16923389333312275,RNN,11,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.16462148320790115,RNN,12,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.17069062011428077,RNN,13,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.17051346671995732,RNN,14,15992.328507900238,640621,49,2
lis,SMAPE,Future Active Time,0.18099669518323888,RNN,15,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.4158463648460383,RNN,2,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.4186769021650058,RNN,3,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.41744009450664626,RNN,4,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.41206961974463346,RNN,5,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.4031143940026557,RNN,6,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.3990685429955611,RNN,7,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.3982749403822338,RNN,8,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.39983146787171525,RNN,9,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.39797572743340504,RNN,10,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.4028391289567017,RNN,11,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.4004197595170813,RNN,12,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.4089782923348227,RNN,13,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.4071790714069592,RNN,14,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Time,0.41035088627014904,RNN,15,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.2545330288550685,RNN,2,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.2525500643219159,RNN,3,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.25262813327536976,RNN,4,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.25093768239359215,RNN,5,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.24784322311106094,RNN,6,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.24735285967656934,RNN,7,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.245878225559073,RNN,8,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.2472972458879667,RNN,9,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.2476812162924722,RNN,10,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.2492130517268861,RNN,11,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.24641483657593866,RNN,12,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.2507426390610583,RNN,13,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.252858786446265,RNN,14,15992.328507900238,640621,49,2
lis,SMAPE,Future Session Activity,0.2560853850067643,RNN,15,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.525493828489535,RNN,2,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.4125211491131348,RNN,3,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3757283975872906,RNN,4,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3607385012024119,RNN,5,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.351141070515762,RNN,6,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3362922097149776,RNN,7,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.34545740091897764,RNN,8,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3384086129596992,RNN,9,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.33381424543146315,RNN,10,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3283135900835997,RNN,11,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3298986750175949,RNN,12,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.36304562188810424,RNN,13,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3684315334929305,RNN,14,15992.328507900238,640621,49,2
lis,SMAPE,Future N° Sessions,0.3649555147129496,RNN,15,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.32991988046324383,RNN,2,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.3327747900436466,RNN,3,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.3331240578207828,RNN,4,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.33115803314358566,RNN,5,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.3318142916359633,RNN,6,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.3265436515106723,RNN,7,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.3313437945501725,RNN,8,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.32710564920442436,RNN,9,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.3238013883303918,RNN,10,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.32489512146521476,RNN,11,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.32402549862574065,RNN,12,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.32910375441743306,RNN,13,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.32239371027490543,RNN,14,15992.328507900238,640621,49,2
outriders,SMAPE,Future Absence,0.3247902537050378,RNN,15,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.22987432254315582,RNN,2,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.24806015110273066,RNN,3,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.26339049113740504,RNN,4,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.26674458066424506,RNN,5,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.26951485946978904,RNN,6,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.27254343881983917,RNN,7,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.272566177890069,RNN,8,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.27728733677628725,RNN,9,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.27524300104422833,RNN,10,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.27694953776854225,RNN,11,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.27784951557196796,RNN,12,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.2790598517967984,RNN,13,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.28033952558460884,RNN,14,15992.328507900238,640621,49,2
outriders,SMAPE,Future Active Time,0.2804440802348569,RNN,15,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4699141913945377,RNN,2,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.46488346257114416,RNN,3,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4643705927546564,RNN,4,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4620868924592655,RNN,5,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.45998233230906005,RNN,6,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.45656987898928425,RNN,7,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4608395037040449,RNN,8,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4568788081990896,RNN,9,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4533898126543608,RNN,10,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4532006673383886,RNN,11,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.45004091169438937,RNN,12,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.4511954760135603,RNN,13,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.45157300309694975,RNN,14,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Time,0.45164961216674665,RNN,15,15992.328507900238,640621,49,2
outriders,SMAPE,Future Session Activity,0.5404439259340859,RNN,2,15992.328507900238,640621,49,2
