,context,metric,target,value,Model,Session,fitting_time,parameters,epochs,fold_n,time_epochs
7855,lisbf,SMAPE,Future Active Time,13.399817914935772,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7856,lisbf,SMAPE,Future Active Time,13.069790940247008,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7857,lisbf,SMAPE,Future Active Time,13.143570594592155,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7858,lisbf,SMAPE,Future Active Time,13.16573307653051,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7859,lisbf,SMAPE,Future Active Time,13.283905606518296,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7860,lisbf,SMAPE,Future Active Time,13.5996790457138,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7861,lisbf,SMAPE,Future Active Time,13.458306136788906,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7862,lisbf,SMAPE,Future Active Time,13.824975709965567,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7863,lisbf,SMAPE,Future Active Time,13.86976510032869,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7864,lisbf,SMAPE,Future Active Time,14.172776131688916,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
7865,lisbf,SMAPE,Future Active Time,13.77973894445822,RNN env even,13,27088.04045915604,1501341,32,3,846.5012643486263
7866,lisbf,SMAPE,Future Active Time,14.453548059448465,RNN env even,14,27088.04045915604,1501341,32,3,846.5012643486263
7867,lisbf,SMAPE,Future Active Time,14.805326658545026,RNN env even,15,27088.04045915604,1501341,32,3,846.5012643486263
7868,lisbf,SMAPE,Future Session Time,38.45893100403284,RNN env even,2,27088.04045915604,1501341,32,3,846.5012643486263
7869,lisbf,SMAPE,Future Session Time,37.4824709402548,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7870,lisbf,SMAPE,Future Session Time,36.56803609703879,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7871,lisbf,SMAPE,Future Session Time,36.65590470006648,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7872,lisbf,SMAPE,Future Session Time,36.731571936454664,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7873,lisbf,SMAPE,Future Session Time,36.55785896107852,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7874,lisbf,SMAPE,Future Session Time,36.81549649660679,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7875,lisbf,SMAPE,Future Session Time,36.89850438224954,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7876,lisbf,SMAPE,Future Session Time,36.96220165758479,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7877,lisbf,SMAPE,Future Session Time,36.78380768729148,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7878,lisbf,SMAPE,Future Session Time,36.8752129804664,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
7879,lisbf,SMAPE,Future Session Time,36.57134378510274,RNN env even,13,27088.04045915604,1501341,32,3,846.5012643486263
7880,lisbf,SMAPE,Future Session Time,37.29395412693514,RNN env even,14,27088.04045915604,1501341,32,3,846.5012643486263
7881,lisbf,SMAPE,Future Session Time,37.36808287164391,RNN env even,15,27088.04045915604,1501341,32,3,846.5012643486263
7882,lisbf,SMAPE,Future Session Activity,41.502995592853594,RNN env even,2,27088.04045915604,1501341,32,3,846.5012643486263
7883,lisbf,SMAPE,Future Session Activity,42.80499180018113,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7884,lisbf,SMAPE,Future Session Activity,43.7259674187731,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7885,lisbf,SMAPE,Future Session Activity,45.611147274262095,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7886,lisbf,SMAPE,Future Session Activity,47.22677978162672,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7887,lisbf,SMAPE,Future Session Activity,48.80970691919424,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7888,lisbf,SMAPE,Future Session Activity,50.21026131503965,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7889,lisbf,SMAPE,Future Session Activity,51.817144817233284,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7890,lisbf,SMAPE,Future Session Activity,53.68209272670189,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7891,lisbf,SMAPE,Future Session Activity,54.442396732993025,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7892,lisbf,SMAPE,Future Session Activity,56.04200496184257,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
7893,lisbf,SMAPE,Future Session Activity,56.967004879215246,RNN env even,13,27088.04045915604,1501341,32,3,846.5012643486263
7894,lisbf,SMAPE,Future Session Activity,58.10659882781749,RNN env even,14,27088.04045915604,1501341,32,3,846.5012643486263
7895,lisbf,SMAPE,Future Session Activity,58.69073981504768,RNN env even,15,27088.04045915604,1501341,32,3,846.5012643486263
7896,lisbf,SMAPE,Future N° Sessions,35.18562954444063,RNN env even,2,27088.04045915604,1501341,32,3,846.5012643486263
7897,lisbf,SMAPE,Future N° Sessions,31.126138720149182,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7898,lisbf,SMAPE,Future N° Sessions,29.35187178072794,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7899,lisbf,SMAPE,Future N° Sessions,29.120435315248688,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7900,lisbf,SMAPE,Future N° Sessions,28.915256079134434,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7901,lisbf,SMAPE,Future N° Sessions,28.94321664079274,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7902,lisbf,SMAPE,Future N° Sessions,29.06167936700259,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7903,lisbf,SMAPE,Future N° Sessions,29.476765659815683,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7904,lisbf,SMAPE,Future N° Sessions,28.938791735325093,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7905,lisbf,SMAPE,Future N° Sessions,29.64980308380033,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7906,lisbf,SMAPE,Future N° Sessions,29.64004654178714,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
7907,lisbf,SMAPE,Future N° Sessions,30.177555121038544,RNN env even,13,27088.04045915604,1501341,32,3,846.5012643486263
7908,lisbf,SMAPE,Future N° Sessions,30.597415294578816,RNN env even,14,27088.04045915604,1501341,32,3,846.5012643486263
7909,lisbf,SMAPE,Future N° Sessions,30.99443592518865,RNN env even,15,27088.04045915604,1501341,32,3,846.5012643486263
7910,hmg,SMAPE,Future Absence,52.16030822081902,RNN env even,2,27088.04045915604,1501341,32,3,846.5012643486263
7911,hmg,SMAPE,Future Absence,50.8488834211694,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7912,hmg,SMAPE,Future Absence,49.47013473936022,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7913,hmg,SMAPE,Future Absence,48.61751827179794,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7914,hmg,SMAPE,Future Absence,48.195757023454036,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7915,hmg,SMAPE,Future Absence,48.18733714387446,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7916,hmg,SMAPE,Future Absence,48.202515583551396,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7917,hmg,SMAPE,Future Absence,47.46784993923479,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7918,hmg,SMAPE,Future Absence,47.762583471764756,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7919,hmg,SMAPE,Future Absence,47.64101747904405,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7920,hmg,SMAPE,Future Absence,47.47716668427438,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
7921,hmg,SMAPE,Future Absence,46.97640490056792,RNN env even,13,27088.04045915604,1501341,32,3,846.5012643486263
7922,hmg,SMAPE,Future Absence,47.34330076149466,RNN env even,14,27088.04045915604,1501341,32,3,846.5012643486263
7923,hmg,SMAPE,Future Absence,47.71416396413517,RNN env even,15,27088.04045915604,1501341,32,3,846.5012643486263
7924,hmg,SMAPE,Future Active Time,8.665358871816057,RNN env even,2,27088.04045915604,1501341,32,3,846.5012643486263
7925,hmg,SMAPE,Future Active Time,8.251641621004149,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7926,hmg,SMAPE,Future Active Time,7.956903194246638,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7927,hmg,SMAPE,Future Active Time,7.860677730146909,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7928,hmg,SMAPE,Future Active Time,7.818744346939339,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7929,hmg,SMAPE,Future Active Time,7.805849931041384,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7930,hmg,SMAPE,Future Active Time,7.867286407175049,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7931,hmg,SMAPE,Future Active Time,7.832402803342306,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7932,hmg,SMAPE,Future Active Time,7.801263610871327,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7933,hmg,SMAPE,Future Active Time,7.977899431454777,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7934,hmg,SMAPE,Future Active Time,7.938067423044308,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
7935,hmg,SMAPE,Future Active Time,7.943339852132479,RNN env even,13,27088.04045915604,1501341,32,3,846.5012643486263
7936,hmg,SMAPE,Future Active Time,8.074014390539313,RNN env even,14,27088.04045915604,1501341,32,3,846.5012643486263
7937,hmg,SMAPE,Future Active Time,7.77405579314032,RNN env even,15,27088.04045915604,1501341,32,3,846.5012643486263
7938,hmg,SMAPE,Future Session Time,35.25078584062851,RNN env even,2,27088.04045915604,1501341,32,3,846.5012643486263
