context,metric,target,value,Model,Session,fitting_time,parameters,epochs,fold_n
jc4,SMAPE,Future Absence,0.5071274776636844,RNN,2,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5157428456640621,RNN,3,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5131136536939119,RNN,4,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5097837406510108,RNN,5,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5165454251667803,RNN,6,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5160292959451621,RNN,7,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5090158533692126,RNN,8,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5146368930481925,RNN,9,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5117368654377992,RNN,10,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.517221398163161,RNN,11,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5171542691845169,RNN,12,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5122228254872219,RNN,13,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5168741293174557,RNN,14,45238.98949885368,640621,58,5
jc4,SMAPE,Future Absence,0.5195232211437192,RNN,15,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.14369424710877365,RNN,2,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.14712752020099293,RNN,3,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.14642842444244844,RNN,4,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.145907413083688,RNN,5,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.14802320155118495,RNN,6,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.15024724591305186,RNN,7,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.15225094451304874,RNN,8,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.15446457500107147,RNN,9,45238.98949885368,640621,58,5
jc4,SMAPE,Future Active Time,0.15705143566037597,RNN,10,45238.98949885368,640621,58,5
